order,text,rating,product
1922,It is temperamental when connecting to WiFi. Is hit and miss. When travelling from one time zone to another can take upto two days for the time to sync. Have got a replacement and experiencing same problem. My FitBit 2 works perfectly,3.0 out of 5 stars,Fitbit FB507BKBK Versa
1929,Bought as a gift. They loved the colour and are very happy with the battery life. Tracks really good on everything.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1932,"Fantastico!!! Fa tutto quello che deve, ma app ancora con qualche problemino. Confido negli sviluppatori.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1933,I love them got them all now thanks 😊,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1937,"Brilliant help to keep track of what I am up to. I know some people find the alert vibrate a bit intrusive but I think its great to remind me to move helps me manage my mpbility.
Think the Sleep Tracker is really good has helped me change my habits and know quality of my sleep. I had on idea what a Fitbit could do so its great!",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1939,"Very pleased with my Fitbit, everything is working well",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1940,Love it,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1943,"Very sneakily written, only accepts offline music playback from Deezer or songs you have bought direct and downloaded as an mp3 file. Very deceiving “control Spotify app & store 300+ songs”",1.0 out of 5 stars,Fitbit FB507BKBK Versa
1944,Schöne Smartwatch mit langer Akkulaufzeit.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1946,Where had this been all my life. It has a great deal of information even without the £9.99 per month subscription ( 3 months free) great to give you that kick up the chinos you need to get moving. Love it,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1947,"Love my watch! I only gave it 4 stars as i have a slight malfunction where i keep getting the same notification pop back up which was a good month ago now and still keeps coming back. Not sure how to fix this, but other than that it's a really great smart watch and i would recommend it!",4.0 out of 5 stars,Fitbit FB507BKBK Versa
1950,geht,3.0 out of 5 stars,Fitbit FB507BKBK Versa
1952,Good st7ff,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1954,"To get the useful stats you need to pay for a premium subscription. Over time it works out more expensive that the iWatch. The apps are few and very basic.

The only good thing about the Fitbit without the premium subscription is the long battery life",1.0 out of 5 stars,Fitbit FB507BKBK Versa
1957,good value,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1959,Good,3.0 out of 5 stars,Fitbit FB507BKBK Versa
1961,Versa 2 stupendo,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1969,Don't try to buy this product....,1.0 out of 5 stars,Fitbit FB507BKBK Versa
1970,Love having a different color that you don’t see much and can’t find if you were to purchase in a store. Wear it all the time.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1973,I don't like,2.0 out of 5 stars,Fitbit FB507BKBK Versa
1974,Excellent product,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1976,"Fue un regalo, creo que le gusto mucho aun lo sigue llevando y aun me quiere y todo ;)",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1978,Great product,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1981,Fehlfunktionen ohne Ende wirklich schlechte Qualität.,2.0 out of 5 stars,Fitbit FB507BKBK Versa
1986,"Regularly failed to pair, often getting stuck and freezing. Very disappointing.",2.0 out of 5 stars,Fitbit FB507BKBK Versa
1988,GOOD PRODUCT,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1991,Nice item,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1992,Love this watch I had a previous Fitbit but wanted one for swimming,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1996,"Mi piace un sacco, la batteria dura tanto e le funzionalità sono molto utili e performanti",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1997,This watch is amazing just as good as an Apple watch for a fraction of the price !,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1999,War bis jetzt eigentlich sehr zufrieden mit dem Gerät nur leider funktioniert sie nun nach noch nicht mal einen Jahr nicht mehr richtig und verbindet sich nicht mehr mit dem Handy. Schade.,3.0 out of 5 stars,Fitbit FB507BKBK Versa
2000,Delivered on time..love it right now,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2001,"Item originally said it had arrived but it didn't, Amazon sent a replacement very quickly and it's perfect.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2005,"Wonderful must have watch, very very classy",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2006,I use this product for everyday life time date and many other things,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2007,Je l'adore,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2015,Love fitbit,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2024,"I've had to send mine back, it dosent work. I think it's cheap rubbish and not worth the money in my opinion. Hope they bring something better out, that can actually connect to your phone.",1.0 out of 5 stars,Fitbit FB507BKBK Versa
2026,"Is a good watch but it loose connections a lot, I had to synchronise and set it up 4 time in 3 weeks ,this the reason I returned.",4.0 out of 5 stars,Fitbit FB507BKBK Versa
2030,"Smartwatch efficiente, ergonomico con sufficienti app.
È stato un regalo molto apprezzato dalla mia compagna.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2031,Love everything about it,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2036,"Er is al sinds februari een synchronisation probleem waardoor je fitbit versa niet automatisch gaat synchroniseren. Ook handmatig synchroniseren via de app gaat niet/heel moeizaam. Zo klopt mijn hele weekoverzicht niet meer qua stappen etc. Heel vervelend, dit schijnt enkel bij de Versa te zijn. Dus houd dit in gedachten. Dit probleem is trouwens al bekend bij Fitbit maar er is nog geen oplossing voor gevonden. Verder prima ding.",1.0 out of 5 stars,Fitbit FB507BKBK Versa
2042,Happy with watch an great so far,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2045,Covers everything keeps you going,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2047,Ottimo la batteria dura giorni tante funzioni e molto leggero,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2051,Happy,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2054,"In my Fitbit ,left side white line is coming and I have already done all things which customer support said.
Then in last ,customer support said that this device is not eligible for return and we don’t have repairing center .basically meaning is after warranty period .if there is any issue of repairing or any other issue which is not corrected by customer support.Then ,you have to purchase new device.",1.0 out of 5 stars,Fitbit FB507BKBK Versa
2056,"Quality, love it :)",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2059,"Dear all, please dont buy any of the fitbit producta they dont repair facility any where in the world. And once the product is out of warranty. You have to throw it away if damaged",1.0 out of 5 stars,Fitbit FB507BKBK Versa
2064,I love the product really helps alot 👍,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2066,"Fit bit heart rate stopped working
Step count skips while driving.
Overall very dis satisfied for the money I have paid.",1.0 out of 5 stars,Fitbit FB507BKBK Versa
2071,Love this happy with everything about it!!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2078,Muy elegante y de buena calidad. Lo recomiendo ampliamente!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2080,Not happy at the condition it arrived in.,4.0 out of 5 stars,Fitbit FB507BKBK Versa
2081,Nach 3 Monaten komplett schwarzer Bildschirm !,1.0 out of 5 stars,Fitbit FB507BKBK Versa
2089,Have had a small Alta Fitbit for a few years but wanted better functionality Bought a cheap version first. Big mistake!  Buy cheap buy twice. This is far superior and worth the money.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2094,Great product. Been thinking about getting one for a while. Came with free headphone in an amazon offer which was great,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2100,"Meglio di quello che mi aspettavo. Bello, elegante, funzionale ed efficiente. La batteria dura più di quanto scritto nel manuale. Il mio Fitbit è ormai il mio compagno di allenamento!",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2111,Gerne wieder,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2112,Switch not working properly and can't connect to android once connected to ios. And the wake up on motion is also a bit defective and lagging.,3.0 out of 5 stars,Fitbit FB507BKBK Versa
2122,"SIMPLE TO SET UP AND USE. COMFORTABLE TO WEAR, CLEAR CLOCK FACE TO READ",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2123,Ist nichts für mich,1.0 out of 5 stars,Fitbit FB507BKBK Versa
2138,Dead after few months. I tried all support for warranty but it is a pure scam. Just avoid this piece of garbage.,1.0 out of 5 stars,Fitbit FB507BKBK Versa
2150,Mice,3.0 out of 5 stars,Fitbit FB507BKBK Versa
2157,Just what i wanted,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2160,"Nice looking, feels well built with good materials. Step tracker not overly accurate.",4.0 out of 5 stars,Fitbit FB507BKBK Versa
2176,"Me ha costado trabajo entender la app, pero ahí la llevo, poco a poco.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2180,"Works very well overall. Great to track steps, workouts and sleep. Timer and Alarm function is very convenient. Its a bit tricky to connect the spotify app, but once that works ita very convenient to manage your playlist from your wrist.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2184,"Good value if bought at reduced price.  Better than my previous Versa Lite, if only because of improved battery life.  Would be even better if extras were provided free.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2194,Love it,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2199,Gute Qualität.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2201,bought this for my mum and girlfriend and they love it,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2202,Muy recomendable,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2204,"The media could not be loaded.
                
            
                
            
            
        
    
    










  
  
    
   I bought this product an year ago. Colour of the main dial will start fading within first 3 months of use. And the strap quality is  extremely poor. check the video attached with the review.",1.0 out of 5 stars,Fitbit FB507BKBK Versa
2207,Fantastic product for a fantastic price,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2210,Echt Klasse bin sehr zufrieden mit der Uhr!!!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2214,"Great upgrade from the FitBit Blaze I had.  Lots of extra bits it can do over the Blaze.  So far worked out great.  However, the only issue is the wrist strap connection.  I've had the watch for about 2 weeks now and it's fine, but I still don't feel 100% like it's really on properly.  I felt more confident with the blaze type straps as the watch section just clicked in place.",4.0 out of 5 stars,Fitbit FB507BKBK Versa
2216,Hermoso y las correas súper cómodas y muy fácil de cambiar,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2217,Fantastic watch battery lasts at least 4 days no problems with it,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2219,leggerissimo. non lo senti neanche di indossare,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2220,"Received mine today. Beautiful watch looks very similar to an Apple Watch. So far it seems to be working perfectly and it was very easy to set up, glad I finally bought this!",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2223,Worst experience. When I pat baby steps are getting counted. On wake up I see 300 steps already done without getting down from bed.It is counting the fan steps whenever I sleep under the fan the fit bit is counting the steps and it is taking the steps so on my wake up I see is 300 400 steps already done by the morning itself,1.0 out of 5 stars,Fitbit FB507BKBK Versa
2232,"Super Uhr kann ich nur empfehlen
Kann mit vielen teureren Modellen mithalten",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2233,Nach 48 Stunden Teagen hat man anscheinend dank Nickel Hautirritationen. Kreisrunde rote Stelle auf dem Arm wo das Uhrengehäuse sitzt. Somit komplett unbrauchbar!,1.0 out of 5 stars,Fitbit FB507BKBK Versa
2235,"I’m not very happy with this product, battery life not good, time keeps changing.. Amazon not very helpful when I complained...",1.0 out of 5 stars,Fitbit FB507BKBK Versa
2238,Lovee My FitbitGreat coloured strap.Only downside is it gets a bit sweaty underneath  the wristband,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2240,Only down fault is it keeps impairing with my phone.,4.0 out of 5 stars,Fitbit FB507BKBK Versa
2241,"Like the way it works. Comfortable to wear. It prompts you to move. Battery life as stated.
Would recommend.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2242,Overall good but no call facility,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2247,"Very informative and accurate smartwatch, had no problem so far...",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2255,Works perfectly and arrived in a couple of days,5.0 out of 5 stars,Fitbit FB507BKBK Versa
2259,Product information was very poor that came in the box. I had to google to understand how to operate! Today (2 weeks later) the strap has just broken completely on me ....not happy,1.0 out of 5 stars,Fitbit FB507BKBK Versa
2266,"broken already, scene completely blank but green light on so it's like it is on but screen not showing anything. Being charged £7.99 a month for Premium which I didn't subscribe to and no way of cancelling, been trying 5 months! As was somehow set up to charge to my works mobile phone bill Vodafone they are saying to contact Google Play and Google play are saying they can't find! all in all a nightmare and wouldn't buy one again!",1.0 out of 5 stars,Fitbit FB507BKBK Versa
2267,"Love it, very comfortable to wear and looks great",5.0 out of 5 stars,Fitbit FB507BKBK Versa
2273,I love Fitbit and upgraded from a Charge HR to this. Unfortunately I have had to return as it hurt my wrist joint. I tried making it looser and tighter but nothing worked. I have small wrists and it just didn't sit comfortably.  Gutted as I was ry excited to have this new tracker....back to the HR again.,3.0 out of 5 stars,Fitbit FB507BKBK Versa
